Edicao,Acum Gols Visitante,Vitorias Visitante,Senioridade Casa,Senioridade Visitante,Casa,Visitante,Rodada
2021,1.0,1.0,3.0,5.0,Barcelona SC,Boca Juniors,Fase de Grupos
2021,3.0,1.0,3.0,5.0,LDU de Quito,Flamengo,Fase de Grupos
2021,6.0,2.0,1.0,5.0,Defensa y Just,Palmeiras,Fase de Grupos
2021,2.0,1.0,7.0,1.0,Nacional,Argentinos Jun,Fase de Grupos
2021,0.0,0.0,1.0,2.0,Always Ready,Dep Táchira,Fase de Grupos
2021,2.0,0.0,3.0,3.0,Internacional,Olimpia,Fase de Grupos
2021,1.0,0.0,1.0,5.0,Rentistas,Sporting Cristal,Fase de Grupos
2021,4.0,0.0,3.0,7.0,Univ Católica,Nacional,Fase de Grupos
2021,2.0,1.0,3.0,1.0,Junior,Fluminense,Fase de Grupos
2021,3.0,1.0,5.0,6.0,Santa Fe,River Plate,Fase de Grupos
2021,1.0,0.0,1.0,1.0,Dep La Guaira,CD América,Fase de Grupos
2021,2.0,1.0,5.0,3.0,The Strongest,Barcelona SC,Fase de Grupos
2021,0.0,0.0,2.0,3.0,Dep Táchira,Internacional,Fase de Grupos
2021,1.0,1.0,4.0,5.0,Santos,Boca Juniors,Fase de Grupos
2021,0.0,0.0,1.0,3.0,Argentinos Jun,Univ Católica,Fase de Grupos
2021,3.0,1.0,1.0,3.0,Rentistas,São Paulo,Fase de Grupos
2021,8.0,3.0,6.0,5.0,Independiente,Palmeiras,Fase de Grupos
2021,1.0,0.0,5.0,4.0,Sporting Cristal,Racing Club,Fase de Grupos
2021,6.0,2.0,1.0,5.0,La Calera,Flamengo,Fase de Grupos
2021,2.0,0.0,1.0,3.0,Vélez Sarsf,LDU de Quito,Fase de Grupos
2021,3.0,1.0,3.0,6.0,Junior,River Plate,Fase de Grupos
2021,2.0,1.0,1.0,5.0,Dep La Guaira,Cerro Porteño,Fase de Grupos
2021,1.0,0.0,1.0,5.0,Fluminense,Santa Fe,Fase de Grupos
2021,1.0,0.0,2.0,1.0,Universitario,Defensa y Just,Fase de Grupos
2021,5.0,0.0,7.0,7.0,Nacional,Nacional,Fase de Grupos
2021,1.0,0.0,1.0,5.0,CD América,Atlético Mineiro,Fase de Grupos
2021,3.0,0.0,1.0,3.0,Always Ready,Olimpia,Fase de Grupos
2021,0.0,0.0,5.0,4.0,The Strongest,Santos,Fase de Grupos
2021,1.0,1.0,7.0,3.0,Nacional,Univ Católica,Fase de Grupos
2021,2.0,0.0,5.0,1.0,Palmeiras,Defensa y Just,Fase de Grupos
2021,0.0,0.0,5.0,1.0,Sporting Cristal,Rentistas,Fase de Grupos
2021,1.0,0.0,1.0,1.0,Vélez Sarsf,La Calera,Fase de Grupos
2021,0.0,0.0,2.0,6.0,Universitario,Independiente,Fase de Grupos
2021,1.0,0.0,1.0,3.0,Fluminense,Junior,Fase de Grupos
2021,3.0,1.0,3.0,4.0,São Paulo,Racing Club,Fase de Grupos
2021,5.0,0.0,1.0,7.0,Argentinos Jun,Nacional,Fase de Grupos
2021,4.0,1.0,5.0,5.0,Cerro Porteño,Atlético Mineiro,Fase de Grupos
2021,0.0,0.0,1.0,1.0,CD América,Dep La Guaira,Fase de Grupos
2021,3.0,0.0,5.0,3.0,Flamengo,LDU de Quito,Fase de Grupos
2021,2.0,0.0,6.0,5.0,River Plate,Santa Fe,Fase de Grupos
2021,1.0,0.0,2.0,1.0,Dep Táchira,Always Ready,Fase de Grupos
2021,1.0,0.0,3.0,3.0,Olimpia,Internacional,Fase de Grupos
2021,2.0,1.0,5.0,3.0,Boca Juniors,Barcelona SC,Fase de Grupos
2021,3.0,1.0,5.0,3.0,Santa Fe,Junior,Fase de Grupos
2021,3.0,1.0,6.0,1.0,River Plate,Fluminense,Fase de Grupos
2021,0.0,0.0,3.0,2.0,Olimpia,Dep Táchira,Fase de Grupos
2021,3.0,0.0,3.0,1.0,Internacional,Always Ready,Fase de Grupos
2021,1.0,0.0,5.0,1.0,Cerro Porteño,CD América,Fase de Grupos
2021,1.0,0.0,5.0,1.0,Atlético Mineiro,Dep La Guaira,Fase de Grupos
2021,1.0,0.0,3.0,5.0,São Paulo,Sporting Cristal,Fase de Grupos
2021,0.0,0.0,4.0,1.0,Racing Club,Rentistas,Fase de Grupos
2021,1.0,0.0,3.0,4.0,Barcelona SC,Santos,Fase de Grupos
2021,0.0,0.0,5.0,2.0,Palmeiras,Universitario,Fase de Grupos
2021,2.0,0.0,1.0,6.0,Defensa y Just,Independiente,Fase de Grupos
2021,0.0,0.0,5.0,5.0,Boca Juniors,The Strongest,Fase de Grupos
2021,5.0,0.0,3.0,7.0,Univ Católica,Nacional,Fase de Grupos
2021,4.0,2.0,7.0,1.0,Nacional,Argentinos Jun,Fase de Grupos
2021,2.0,0.0,3.0,1.0,LDU de Quito,La Calera,Fase de Grupos
2021,3.0,1.0,5.0,1.0,Flamengo,Vélez Sarsf,Fase de Grupos
2021,6.0,2.0,5.0,1.0,Cerro Porteño,Fluminense,Oitavas de final
2021,5.0,2.0,5.0,5.0,Boca Juniors,Atlético Mineiro,Oitavas de final
2021,9.0,4.0,3.0,5.0,Univ Católica,Palmeiras,Oitavas de final
2021,2.0,1.0,1.0,3.0,Vélez Sarsf,Barcelona SC,Oitavas de final
2021,4.0,2.0,3.0,4.0,São Paulo,Racing Club,Oitavas de final
2021,8.0,2.0,1.0,5.0,Defensa y Just,Flamengo,Oitavas de final
2021,4.0,2.0,6.0,1.0,River Plate,Argentinos Jun,Oitavas de final
2021,2.0,1.0,3.0,3.0,Olimpia,Internacional,Oitavas de final
2021,1.0,1.0,5.0,5.0,Atlético Mineiro,Boca Juniors,Oitavas de final
2021,3.0,1.0,3.0,1.0,Barcelona SC,Vélez Sarsf,Oitavas de final
2021,1.0,1.0,5.0,3.0,Palmeiras,Univ Católica,Oitavas de final
2021,4.0,1.0,4.0,3.0,Racing Club,São Paulo,Oitavas de final
2021,6.0,1.0,5.0,1.0,Flamengo,Defensa y Just,Oitavas de final
2021,4.0,1.0,1.0,6.0,Argentinos Jun,River Plate,Oitavas de final
2021,5.0,1.0,3.0,3.0,Internacional,Olimpia,Oitavas de final
2021,3.0,2.0,1.0,5.0,Fluminense,Cerro Porteño,Oitavas de final
2021,9.0,3.0,3.0,5.0,Olimpia,Flamengo,Quartas de final
2021,10.0,5.0,3.0,5.0,São Paulo,Palmeiras,Quartas de final
2021,5.0,2.0,6.0,5.0,River Plate,Atlético Mineiro,Quartas de final
2021,2.0,1.0,1.0,3.0,Fluminense,Barcelona SC,Quartas de final
2021,5.0,2.0,5.0,3.0,Flamengo,Olimpia,Quartas de final
2021,7.0,2.0,5.0,3.0,Palmeiras,São Paulo,Quartas de final
2021,6.0,2.0,5.0,6.0,Atlético Mineiro,River Plate,Quartas de final
2021,8.0,3.0,3.0,1.0,Barcelona SC,Fluminense,Quartas de final
2021,6.0,3.0,5.0,5.0,Palmeiras,Atlético Mineiro,Semifinais
2021,4.0,1.0,5.0,3.0,Flamengo,Barcelona SC,Semifinais
2021,11.0,5.0,5.0,5.0,Atlético Mineiro,Palmeiras,Semifinais
2021,13.0,4.0,3.0,5.0,Barcelona SC,Flamengo,Semifinais
2021,15.0,5.0,5.0,5.0,Palmeiras,Flamengo,Final
2022,0.0,0.0,3.0,5.0,Olimpia,Cerro Porteño,Fase de Grupos
2022,0.0,0.0,2.0,4.0,Caracas,Atl Paranaense,Fase de Grupos
2022,0.0,0.0,1.0,6.0,Colón,Peñarol,Fase de Grupos
2022,0.0,0.0,1.0,6.0,América (MG),Independiente,Fase de Grupos
2022,0.0,0.0,1.0,7.0,Bragantino,Nacional,Fase de Grupos
2022,0.0,0.0,1.0,3.0,Talleres,Univ Católica,Fase de Grupos
2022,0.0,0.0,2.0,5.0,AD Cali,Boca Juniors,Fase de Grupos
2022,0.0,0.0,5.0,5.0,Sporting Cristal,Flamengo,Fase de Grupos
2022,0.0,0.0,1.0,3.0,Always Ready,Corinthians,Fase de Grupos
2022,0.0,0.0,1.0,4.0,Fortaleza,Colo-Colo,Fase de Grupos
2022,0.0,0.0,4.0,6.0,Alianza Lima,River Plate,Fase de Grupos
2022,0.0,0.0,1.0,5.0,Tolima,Atlético Mineiro,Fase de Grupos
2022,0.0,0.0,2.0,5.0,Dep Táchira,Palmeiras,Fase de Grupos
2022,0.0,0.0,1.0,6.0,Indep Petrolero,CS Emelec,Fase de Grupos
2022,0.0,0.0,3.0,1.0,Estudiantes,Vélez Sarsf,Fase de Grupos
2022,0.0,0.0,5.0,5.0,The Strongest,Libertad,Fase de Grupos
2022,0.0,0.0,5.0,1.0,Cerro Porteño,Colón,Fase de Grupos
2022,0.0,0.0,3.0,5.0,Univ Católica,Sporting Cristal,Fase de Grupos
2022,0.0,0.0,5.0,1.0,Boca Juniors,Always Ready,Fase de Grupos
2022,0.0,0.0,5.0,2.0,Libertad,Caracas,Fase de Grupos
2022,0.0,0.0,4.0,4.0,Colo-Colo,Alianza Lima,Fase de Grupos
2022,0.0,0.0,5.0,1.0,Flamengo,Talleres,Fase de Grupos
2022,0.0,0.0,6.0,3.0,Peñarol,Olimpia,Fase de Grupos
2022,0.0,0.0,5.0,1.0,Palmeiras,Indep Petrolero,Fase de Grupos
2022,0.0,0.0,4.0,5.0,Atl Paranaense,The Strongest,Fase de Grupos
2022,0.0,0.0,6.0,1.0,River Plate,Fortaleza,Fase de Grupos
2022,0.0,0.0,7.0,3.0,Nacional,Estudiantes,Fase de Grupos
2022,0.0,0.0,6.0,1.0,Independiente,Tolima,Fase de Grupos
2022,0.0,0.0,5.0,1.0,Atlético Mineiro,América (MG),Fase de Grupos
2022,0.0,0.0,3.0,2.0,Corinthians,AD Cali,Fase de Grupos
2022,0.0,0.0,6.0,2.0,CS Emelec,Dep Táchira,Fase de Grupos
2022,0.0,0.0,1.0,1.0,Vélez Sarsf,Bragantino,Fase de Grupos
2022,1.0,0.0,1.0,2.0,Indep Petrolero,Dep Táchira,Fase de Grupos
2022,0.0,0.0,5.0,4.0,Libertad,Atl Paranaense,Fase de Grupos
2022,0.0,0.0,1.0,7.0,Vélez Sarsf,Nacional,Fase de Grupos
2022,2.0,0.0,3.0,1.0,Estudiantes,Bragantino,Fase de Grupos
2022,2.0,0.0,1.0,1.0,América (MG),Tolima,Fase de Grupos
2022,1.0,0.0,1.0,4.0,Fortaleza,Alianza Lima,Fase de Grupos
2022,2.0,1.0,6.0,5.0,Independiente,Atlético Mineiro,Fase de Grupos
2022,0.0,0.0,3.0,5.0,Corinthians,Boca Juniors,Fase de Grupos
2022,1.0,0.0,1.0,5.0,Talleres,Sporting Cristal,Fase de Grupos
2022,2.0,1.0,3.0,5.0,Univ Católica,Flamengo,Fase de Grupos
2022,4.0,1.0,6.0,5.0,CS Emelec,Palmeiras,Fase de Grupos
2022,1.0,0.0,5.0,6.0,Cerro Porteño,Peñarol,Fase de Grupos
2022,1.0,1.0,4.0,6.0,Colo-Colo,River Plate,Fase de Grupos
2022,1.0,0.0,5.0,2.0,The Strongest,Caracas,Fase de Grupos
2022,1.0,0.0,3.0,1.0,Olimpia,Colón,Fase de Grupos
2022,0.0,0.0,1.0,2.0,Always Ready,AD Cali,Fase de Grupos
2022,1.0,0.0,2.0,6.0,Dep Táchira,CS Emelec,Fase de Grupos
2022,1.0,0.0,2.0,5.0,Caracas,Libertad,Fase de Grupos
2022,0.0,0.0,5.0,4.0,The Strongest,Atl Paranaense,Fase de Grupos
2022,0.0,0.0,1.0,5.0,Colón,Cerro Porteño,Fase de Grupos
2022,5.0,2.0,1.0,5.0,Talleres,Flamengo,Fase de Grupos
2022,7.0,2.0,1.0,5.0,Indep Petrolero,Palmeiras,Fase de Grupos
2022,3.0,1.0,1.0,5.0,América (MG),Atlético Mineiro,Fase de Grupos
2022,2.0,1.0,3.0,7.0,Estudiantes,Nacional,Fase de Grupos
2022,0.0,0.0,2.0,3.0,AD Cali,Corinthians,Fase de Grupos
2022,3.0,2.0,1.0,6.0,Fortaleza,River Plate,Fase de Grupos
2022,1.0,0.0,3.0,6.0,Olimpia,Peñarol,Fase de Grupos
2022,0.0,0.0,1.0,5.0,Always Ready,Boca Juniors,Fase de Grupos
2022,2.0,1.0,1.0,6.0,Tolima,Independiente,Fase de Grupos
2022,0.0,0.0,5.0,3.0,Sporting Cristal,Univ Católica,Fase de Grupos
2022,2.0,1.0,4.0,4.0,Alianza Lima,Colo-Colo,Fase de Grupos
2022,1.0,0.0,1.0,1.0,Bragantino,Vélez Sarsf,Fase de Grupos
2022,0.0,0.0,2.0,5.0,Caracas,The Strongest,Fase de Grupos
2022,0.0,0.0,1.0,3.0,Bragantino,Estudiantes,Fase de Grupos
2022,1.0,0.0,6.0,5.0,Peñarol,Cerro Porteño,Fase de Grupos
2022,5.0,1.0,5.0,6.0,Palmeiras,CS Emelec,Fase de Grupos
2022,1.0,0.0,4.0,5.0,Atl Paranaense,Libertad,Fase de Grupos
2022,2.0,0.0,7.0,1.0,Nacional,Vélez Sarsf,Fase de Grupos
2022,1.0,0.0,5.0,1.0,Sporting Cristal,Talleres,Fase de Grupos
2022,1.0,0.0,5.0,3.0,Flamengo,Univ Católica,Fase de Grupos
2022,0.0,0.0,5.0,3.0,Boca Juniors,Corinthians,Fase de Grupos
2022,2.0,1.0,5.0,6.0,Atlético Mineiro,Independiente,Fase de Grupos
2022,1.0,0.0,1.0,1.0,Tolima,América (MG),Fase de Grupos
2022,1.0,0.0,2.0,1.0,Dep Táchira,Indep Petrolero,Fase de Grupos
2022,1.0,0.0,1.0,3.0,Colón,Olimpia,Fase de Grupos
2022,0.0,0.0,4.0,1.0,Alianza Lima,Fortaleza,Fase de Grupos
2022,3.0,1.0,6.0,4.0,River Plate,Colo-Colo,Fase de Grupos
2022,0.0,0.0,2.0,1.0,AD Cali,Always Ready,Fase de Grupos
2022,1.0,1.0,1.0,3.0,Vélez Sarsf,Estudiantes,Fase de Grupos
2022,2.0,0.0,7.0,1.0,Nacional,Bragantino,Fase de Grupos
2022,2.0,1.0,4.0,1.0,Colo-Colo,Fortaleza,Fase de Grupos
2022,2.0,0.0,6.0,4.0,River Plate,Alianza Lima,Fase de Grupos
2022,1.0,0.0,6.0,1.0,CS Emelec,Indep Petrolero,Fase de Grupos
2022,1.0,0.0,3.0,1.0,Univ Católica,Talleres,Fase de Grupos
2022,3.0,1.0,5.0,2.0,Palmeiras,Dep Táchira,Fase de Grupos
2022,1.0,0.0,5.0,5.0,Flamengo,Sporting Cristal,Fase de Grupos
2022,0.0,0.0,5.0,5.0,Libertad,The Strongest,Fase de Grupos
2022,2.0,0.0,4.0,2.0,Atl Paranaense,Caracas,Fase de Grupos
2022,3.0,0.0,6.0,1.0,Independiente,América (MG),Fase de Grupos
2022,2.0,0.0,5.0,3.0,Cerro Porteño,Olimpia,Fase de Grupos
2022,5.0,1.0,5.0,1.0,Atlético Mineiro,Tolima,Fase de Grupos
2022,1.0,0.0,6.0,1.0,Peñarol,Colón,Fase de Grupos
2022,2.0,0.0,5.0,2.0,Boca Juniors,AD Cali,Fase de Grupos
2022,0.0,0.0,3.0,1.0,Corinthians,Always Ready,Fase de Grupos
2022,5.0,2.0,6.0,5.0,CS Emelec,Atlético Mineiro,Oitavas de final
2022,12.0,3.0,5.0,5.0,Cerro Porteño,Palmeiras,Oitavas de final
2022,2.0,0.0,1.0,1.0,Talleres,Colón,Oitavas de final
2022,1.0,1.0,3.0,5.0,Corinthians,Boca Juniors,Oitavas de final
2022,1.0,0.0,4.0,5.0,Atl Paranaense,Libertad,Oitavas de final
2022,7.0,2.0,1.0,5.0,Tolima,Flamengo,Oitavas de final
2022,4.0,2.0,1.0,6.0,Vélez Sarsf,River Plate,Oitavas de final
2022,1.0,1.0,1.0,3.0,Fortaleza,Estudiantes,Oitavas de final
2022,5.0,1.0,5.0,6.0,Atlético Mineiro,CS Emelec,Oitavas de final
2022,2.0,1.0,1.0,1.0,Colón,Talleres,Oitavas de final
2022,1.0,0.0,5.0,5.0,Palmeiras,Cerro Porteño,Oitavas de final
2022,0.0,0.0,5.0,4.0,Libertad,Atl Paranaense,Oitavas de final
2022,1.0,0.0,5.0,3.0,Boca Juniors,Corinthians,Oitavas de final
2022,7.0,2.0,5.0,1.0,Flamengo,Tolima,Oitavas de final
2022,5.0,1.0,6.0,1.0,River Plate,Vélez Sarsf,Oitavas de final
2022,6.0,2.0,3.0,1.0,Estudiantes,Fortaleza,Oitavas de final
2022,8.0,3.0,3.0,5.0,Corinthians,Flamengo,Quartas de final
2022,15.0,4.0,5.0,5.0,Atlético Mineiro,Palmeiras,Quartas de final
2022,4.0,2.0,1.0,1.0,Vélez Sarsf,Talleres,Quartas de final
2022,2.0,1.0,4.0,3.0,Atl Paranaense,Estudiantes,Quartas de final
2022,1.0,1.0,5.0,3.0,Flamengo,Corinthians,Quartas de final
2022,5.0,1.0,1.0,1.0,Talleres,Vélez Sarsf,Quartas de final
2022,6.0,2.0,5.0,5.0,Palmeiras,Atlético Mineiro,Quartas de final
2022,1.0,0.0,3.0,4.0,Estudiantes,Atl Paranaense,Quartas de final
2022,17.0,4.0,4.0,5.0,Atl Paranaense,Palmeiras,Semifinais
2022,10.0,4.0,1.0,5.0,Vélez Sarsf,Flamengo,Semifinais
2022,2.0,1.0,5.0,4.0,Palmeiras,Atl Paranaense,Semifinais
2022,6.0,2.0,5.0,1.0,Flamengo,Vélez Sarsf,Semifinais
2022,4.0,1.0,5.0,4.0,Flamengo,Atl Paranaense,Final
