Rodada,Data,Sem,Edicao,Casa,Visitante,Nacionalidade Casa,Nacionalidade Visitante,Resultado,Gols Casa,Gols Visitante
Fase de Grupos,2018-05-17,5,2018,Deportivo Lara,Corinthians,ve,br,-1,2,7
Fase de Grupos,2018-05-23,6,2018,Cerro Porteño,Monagas,py,ve,1,3,2
Fase de Grupos,2018-05-23,6,2018,Grêmio,Defensor,br,uy,1,1,0
Fase de Grupos,2018-05-22,6,2018,Univ Chile,Vasco da Gama,cl,br,-1,0,2
Fase de Grupos,2018-05-22,6,2018,Cruzeiro,Racing Club,br,ar,1,2,1
Fase de Grupos,2018-05-24,6,2018,Estudiantes,Nacional,ar,uy,1,3,1
Fase de Grupos,2018-05-24,6,2018,Santos,Real Garcilaso,br,pe,0,0,0
Fase de Grupos,2018-05-23,6,2018,CS Emelec,Santa Fe,ec,co,-1,0,3
Fase de Grupos,2018-05-23,6,2018,River Plate,Flamengo,ar,br,0,0,0
Fase de Grupos,2018-05-24,6,2018,Nacional,Colo-Colo,co,cl,0,0,0
Fase de Grupos,2018-05-24,6,2018,Bolívar,Delfín SC,bo,ec,1,2,1
Fase de Grupos,2018-05-24,6,2018,Independiente,Deportivo Lara,ar,ve,1,2,0
Fase de Grupos,2018-05-24,6,2018,Corinthians,Millonarios,br,co,-1,0,1
Oitavas de final,2018-08-08,,2018,Boca Juniors,Libertad,ar,py,1,2,0
Oitavas de final,2018-08-07,,2018,Estudiantes,Grêmio,ar,br,1,2,1
Oitavas de final,2018-08-09,,2018,Racing Club,River Plate,ar,ar,0,0,0
Oitavas de final,2018-08-08,,2018,Colo-Colo,Corinthians,cl,br,1,1,0
Oitavas de final,2018-08-08,,2018,Flamengo,Cruzeiro,br,br,-1,0,2
Oitavas de final,2018-08-09,,2018,Cerro Porteño,Palmeiras,py,br,-1,0,2
Oitavas de final,2018-08-09,,2018,Tucumán,Nacional,ar,co,1,2,0
Oitavas de final,2018-08-21,,2018,Independiente,Santos,ar,br,1,3,0
Oitavas de final,2018-08-28,,2018,Santos,Independiente,br,ar,0,0,0
Oitavas de final,2018-08-29,,2018,River Plate,Racing Club,ar,ar,1,3,0
Oitavas de final,2018-08-28,,2018,Nacional,Tucumán,co,ar,1,1,0
Oitavas de final,2018-08-28,,2018,Grêmio,Estudiantes,br,ar,1,2,1
Oitavas de final,2018-08-30,,2018,Libertad,Boca Juniors,py,ar,-1,2,4
Oitavas de final,2018-08-29,,2018,Corinthians,Colo-Colo,br,cl,1,2,1
Oitavas de final,2018-08-29,,2018,Cruzeiro,Flamengo,br,br,-1,0,1
Oitavas de final,2018-08-30,,2018,Palmeiras,Cerro Porteño,br,py,-1,0,1
Quartas de final,2018-09-19,,2018,Independiente,River Plate,ar,ar,0,0,0
Quartas de final,2018-09-18,,2018,Tucumán,Grêmio,ar,br,-1,0,2
Quartas de final,2018-09-19,,2018,Boca Juniors,Cruzeiro,ar,br,1,2,0
Quartas de final,2018-09-20,,2018,Colo-Colo,Palmeiras,cl,br,-1,0,2
Quartas de final,2018-10-02,,2018,River Plate,Independiente,ar,ar,1,3,1
Quartas de final,2018-10-02,,2018,Grêmio,Tucumán,br,ar,1,4,0
Quartas de final,2018-10-03,,2018,Palmeiras,Colo-Colo,br,cl,1,2,0
Quartas de final,2018-10-04,,2018,Cruzeiro,Boca Juniors,br,ar,0,1,1
Semifinais,2018-10-23,,2018,River Plate,Grêmio,ar,br,-1,0,1
Semifinais,2018-10-24,,2018,Boca Juniors,Palmeiras,ar,br,1,2,0
Semifinais,2018-10-30,,2018,Grêmio,River Plate,br,ar,-1,1,2
Semifinais,2018-10-31,,2018,Palmeiras,Boca Juniors,br,ar,0,2,2
Final,2018-12-09,,2018,River Plate,Boca Juniors,ar,ar,1,5,3
Fase de Grupos,2019-03-05,1,2019,Melgar,San Lorenzo,pe,ar,0,0,0
Fase de Grupos,2019-03-05,1,2019,San José,Flamengo,bo,br,-1,0,1
Fase de Grupos,2019-03-05,1,2019,Godoy Cruz,Olimpia,ar,py,0,0,0
Fase de Grupos,2019-03-06,1,2019,Palestino,Internacional,cl,br,-1,0,1
Fase de Grupos,2019-03-06,1,2019,Atlético Mineiro,Cerro Porteño,br,py,-1,0,1
Fase de Grupos,2019-03-06,1,2019,U Concepción,Sporting Cristal,cl,pe,1,5,4
Fase de Grupos,2019-03-05,1,2019,Tolima,Atl Paranaense,co,br,1,1,0
Fase de Grupos,2019-03-05,1,2019,Wilstermann,Boca Juniors,bo,ar,0,0,0
Fase de Grupos,2019-03-05,1,2019,Libertad,Univ Católica,py,cl,1,4,1
Fase de Grupos,2019-03-07,1,2019,CA Huracán,Cruzeiro,ar,br,-1,0,1
Fase de Grupos,2019-03-06,1,2019,Junior,Palmeiras,co,br,-1,0,2
Fase de Grupos,2019-03-06,1,2019,Alianza Lima,River Plate,pe,ar,0,1,1
Fase de Grupos,2019-03-06,1,2019,Zamora,Nacional,ve,uy,-1,0,1
Fase de Grupos,2019-03-06,1,2019,Rosario Cent,Grêmio,ar,br,0,1,1
Fase de Grupos,2019-03-08,1,2019,Deportivo Lara,CS Emelec,ve,ec,0,0,0
Fase de Grupos,2019-03-07,1,2019,LDU de Quito,Peñarol,ec,uy,1,2,0
Fase de Grupos,2019-03-12,2,2019,Palmeiras,Melgar,br,pe,1,3,0
Fase de Grupos,2019-03-12,2,2019,Olimpia,U Concepción,py,cl,0,1,1
Fase de Grupos,2019-03-12,2,2019,Boca Juniors,Tolima,ar,co,1,3,0
Fase de Grupos,2019-03-13,2,2019,San Lorenzo,Junior,ar,co,1,1,0
Fase de Grupos,2019-03-13,2,2019,Cerro Porteño,Zamora,py,ve,1,2,1
Fase de Grupos,2019-03-12,2,2019,Sporting Cristal,Godoy Cruz,pe,ar,0,1,1
Fase de Grupos,2019-03-12,2,2019,Nacional,Atlético Mineiro,uy,br,1,1,0
Fase de Grupos,2019-03-12,2,2019,Grêmio,Libertad,br,py,-1,0,1
Fase de Grupos,2019-03-14,2,2019,Peñarol,San José,uy,bo,1,4,0
Fase de Grupos,2019-03-13,2,2019,Internacional,Alianza Lima,br,pe,1,2,0
Fase de Grupos,2019-03-13,2,2019,Flamengo,LDU de Quito,br,ec,1,3,1
Fase de Grupos,2019-03-13,2,2019,Univ Católica,Rosario Cent,cl,ar,1,2,1
Fase de Grupos,2019-03-13,2,2019,River Plate,Palestino,ar,cl,0,0,0
Fase de Grupos,2019-03-14,2,2019,Atl Paranaense,Wilstermann,br,bo,1,4,0
Fase de Grupos,2019-03-14,2,2019,CS Emelec,CA Huracán,ec,ar,0,0,0
Fase de Grupos,2019-03-27,2,2019,Cruzeiro,Deportivo Lara,br,ve,1,2,0
Fase de Grupos,2019-04-02,3,2019,San José,LDU de Quito,bo,ec,0,3,3
Fase de Grupos,2019-04-02,3,2019,Cerro Porteño,Nacional,py,uy,1,1,0
Fase de Grupos,2019-04-02,3,2019,San Lorenzo,Palmeiras,ar,br,1,1,0
Fase de Grupos,2019-04-03,3,2019,Internacional,River Plate,br,ar,0,2,2
Fase de Grupos,2019-04-03,3,2019,Atlético Mineiro,Zamora,br,ve,1,3,2
Fase de Grupos,2019-04-03,3,2019,U Concepción,Godoy Cruz,cl,ar,0,0,0
Fase de Grupos,2019-04-02,3,2019,Melgar,Junior,pe,co,1,1,0
Fase de Grupos,2019-04-02,3,2019,Palestino,Alianza Lima,cl,pe,1,3,0
Fase de Grupos,2019-04-02,3,2019,Atl Paranaense,Boca Juniors,br,ar,1,3,0
Fase de Grupos,2019-04-04,3,2019,Univ Católica,Grêmio,cl,br,1,1,0
Fase de Grupos,2019-04-03,3,2019,Tolima,Wilstermann,co,bo,0,2,2
Fase de Grupos,2019-04-03,3,2019,CS Emelec,Cruzeiro,ec,br,-1,0,1
Fase de Grupos,2019-04-03,3,2019,Deportivo Lara,CA Huracán,ve,ar,1,2,1
Fase de Grupos,2019-04-03,3,2019,Flamengo,Peñarol,br,uy,-1,0,1
Fase de Grupos,2019-04-04,3,2019,Libertad,Rosario Cent,py,ar,1,2,0
Fase de Grupos,2019-04-04,3,2019,Sporting Cristal,Olimpia,pe,py,-1,0,3
Fase de Grupos,2019-04-09,4,2019,Olimpia,Godoy Cruz,py,ar,1,2,1
Fase de Grupos,2019-04-09,4,2019,Atl Paranaense,Tolima,br,co,1,1,0
Fase de Grupos,2019-04-10,4,2019,Sporting Cristal,U Concepción,pe,cl,1,2,0
Fase de Grupos,2019-04-10,4,2019,Cerro Porteño,Atlético Mineiro,py,br,1,4,1
Fase de Grupos,2019-04-10,4,2019,Nacional,Zamora,uy,ve,1,1,0
Fase de Grupos,2019-04-10,4,2019,Cruzeiro,CA Huracán,br,ar,1,4,0
Fase de Grupos,2019-04-09,4,2019,San Lorenzo,Melgar,ar,pe,1,2,0
Fase de Grupos,2019-04-09,4,2019,Peñarol,LDU de Quito,uy,ec,1,1,0
Fase de Grupos,2019-04-09,4,2019,Internacional,Palestino,br,cl,1,3,2
Fase de Grupos,2019-04-11,4,2019,River Plate,Alianza Lima,ar,pe,1,3,0
Fase de Grupos,2019-04-10,4,2019,Univ Católica,Libertad,cl,py,-1,2,3
Fase de Grupos,2019-04-10,4,2019,Boca Juniors,Wilstermann,ar,bo,1,4,0
Fase de Grupos,2019-04-10,4,2019,Grêmio,Rosario Cent,br,ar,1,3,1
Fase de Grupos,2019-04-10,4,2019,Palmeiras,Junior,br,co,1,3,0
Fase de Grupos,2019-04-11,4,2019,Flamengo,San José,br,bo,1,6,1
Fase de Grupos,2019-04-11,4,2019,CS Emelec,Deportivo Lara,ec,ve,0,2,2
Fase de Grupos,2019-04-23,5,2019,Deportivo Lara,Cruzeiro,ve,br,-1,0,2
Fase de Grupos,2019-04-23,5,2019,Libertad,Grêmio,py,br,-1,0,2
Fase de Grupos,2019-04-23,5,2019,U Concepción,Olimpia,cl,py,0,3,3
Fase de Grupos,2019-04-23,5,2019,CA Huracán,CS Emelec,ar,ec,-1,1,2
Fase de Grupos,2019-04-24,5,2019,Palestino,River Plate,cl,ar,-1,0,2
Fase de Grupos,2019-04-24,5,2019,Rosario Cent,Univ Católica,ar,cl,0,1,1
Fase de Grupos,2019-04-24,5,2019,Wilstermann,Atl Paranaense,bo,br,1,3,2
Fase de Grupos,2019-04-23,5,2019,Godoy Cruz,Sporting Cristal,ar,pe,1,2,0
Fase de Grupos,2019-04-23,5,2019,Atlético Mineiro,Nacional,br,uy,-1,0,1
Fase de Grupos,2019-04-25,5,2019,LDU de Quito,Flamengo,ec,br,1,2,1
Fase de Grupos,2019-04-25,5,2019,Zamora,Cerro Porteño,ve,py,1,2,1
Fase de Grupos,2019-04-24,5,2019,Alianza Lima,Internacional,pe,br,-1,0,1
Fase de Grupos,2019-04-24,5,2019,Tolima,Boca Juniors,co,ar,0,2,2
Fase de Grupos,2019-04-24,5,2019,San José,Peñarol,bo,uy,1,3,1
Fase de Grupos,2019-04-25,5,2019,Junior,San Lorenzo,co,ar,1,1,0
Fase de Grupos,2019-04-25,5,2019,Melgar,Palmeiras,pe,br,-1,0,4
Fase de Grupos,2019-05-07,6,2019,Zamora,Atlético Mineiro,ve,br,-1,1,2
Fase de Grupos,2019-05-07,6,2019,Nacional,Cerro Porteño,uy,py,0,1,1
Fase de Grupos,2019-05-08,6,2019,Grêmio,Univ Católica,br,cl,1,2,0
Fase de Grupos,2019-05-08,6,2019,Cruzeiro,CS Emelec,br,ec,-1,1,2
Fase de Grupos,2019-05-08,6,2019,CA Huracán,Deportivo Lara,ar,ve,1,3,0
Fase de Grupos,2019-05-08,6,2019,Rosario Cent,Libertad,ar,py,1,2,1
Fase de Grupos,2019-05-07,6,2019,Alianza Lima,Palestino,pe,cl,-1,1,2
Fase de Grupos,2019-05-07,6,2019,River Plate,Internacional,ar,br,0,2,2
Fase de Grupos,2019-05-09,6,2019,Olimpia,Sporting Cristal,py,pe,-1,0,1
Fase de Grupos,2019-05-09,6,2019,Godoy Cruz,U Concepción,ar,cl,1,1,0
Fase de Grupos,2019-05-08,6,2019,Junior,Melgar,co,pe,-1,0,1
Fase de Grupos,2019-05-08,6,2019,LDU de Quito,San José,ec,bo,1,4,0
Fase de Grupos,2019-05-08,6,2019,Peñarol,Flamengo,uy,br,0,0,0
Fase de Grupos,2019-05-08,6,2019,Palmeiras,San Lorenzo,br,ar,1,1,0
Fase de Grupos,2019-05-09,6,2019,Wilstermann,Tolima,bo,co,-1,0,2
Fase de Grupos,2019-05-09,6,2019,Boca Juniors,Atl Paranaense,ar,br,1,2,1
Oitavas de final,2019-07-23,,2019,River Plate,Cruzeiro,ar,br,0,0,0
Oitavas de final,2019-07-24,,2019,Nacional,Internacional,uy,br,-1,0,1
Oitavas de final,2019-07-24,,2019,San Lorenzo,Cerro Porteño,ar,py,0,0,0
Oitavas de final,2019-07-23,,2019,LDU de Quito,Olimpia,ec,py,1,3,1
Oitavas de final,2019-07-23,,2019,Godoy Cruz,Palmeiras,ar,br,0,2,2
Oitavas de final,2019-07-24,,2019,CS Emelec,Flamengo,ec,br,1,2,0
Oitavas de final,2019-07-24,,2019,Atl Paranaense,Boca Juniors,br,ar,-1,0,1
Oitavas de final,2019-07-25,,2019,Grêmio,Libertad,br,py,1,2,0
Oitavas de final,2019-07-30,,2019,Cruzeiro,River Plate,br,ar,-1,0,0
Oitavas de final,2019-07-31,,2019,Cerro Porteño,San Lorenzo,py,ar,1,2,1
Oitavas de final,2019-07-31,,2019,Internacional,Nacional,br,uy,1,2,0
Oitavas de final,2019-07-30,,2019,Olimpia,LDU de Quito,py,ec,0,1,1
Oitavas de final,2019-07-30,,2019,Palmeiras,Godoy Cruz,br,ar,1,4,0
Oitavas de final,2019-07-31,,2019,Flamengo,CS Emelec,br,ec,1,2,0
Oitavas de final,2019-07-31,,2019,Boca Juniors,Atl Paranaense,ar,br,1,2,0
Oitavas de final,2019-08-01,,2019,Libertad,Grêmio,py,br,-1,0,3
Quartas de final,2019-08-21,,2019,LDU de Quito,Boca Juniors,ec,ar,-1,0,3
Quartas de final,2019-08-20,,2019,Grêmio,Palmeiras,br,br,-1,0,1
Quartas de final,2019-08-22,,2019,River Plate,Cerro Porteño,ar,py,1,2,0
Quartas de final,2019-08-21,,2019,Flamengo,Internacional,br,br,1,2,0
Quartas de final,2019-08-28,,2019,Boca Juniors,LDU de Quito,ar,ec,0,0,0
Quartas de final,2019-08-27,,2019,Palmeiras,Grêmio,br,br,-1,1,2
Quartas de final,2019-08-29,,2019,Cerro Porteño,River Plate,py,ar,0,1,1
Quartas de final,2019-08-28,,2019,Internacional,Flamengo,br,br,0,1,1
Semifinais,2019-10-01,,2019,River Plate,Boca Juniors,ar,ar,1,2,0
Semifinais,2019-10-02,,2019,Grêmio,Flamengo,br,br,0,1,1
Semifinais,2019-10-22,,2019,Boca Juniors,River Plate,ar,ar,1,1,0
Semifinais,2019-10-23,,2019,Flamengo,Grêmio,br,br,1,5,0
Final,2019-11-23,,2019,Flamengo,River Plate,br,ar,1,2,1
Fase de Grupos,2020-03-03,1,2020,Internacional,Univ Católica,br,cl,1,3,0
Fase de Grupos,2020-03-03,1,2020,Defensa y Just,Santos,ar,br,-1,1,2
Fase de Grupos,2020-03-04,1,2020,Barcelona SC,Independiente,ec,ec,-1,0,3
Fase de Grupos,2020-03-04,1,2020,Wilstermann,Colo-Colo,bo,cl,1,2,0
Fase de Grupos,2020-03-04,1,2020,Tigre,Palmeiras,ar,br,-1,0,2
Fase de Grupos,2020-03-03,1,2020,CD América,Grêmio,co,br,-1,0,2
Fase de Grupos,2020-03-03,1,2020,Independiente,Libertad,co,py,-1,1,2
Fase de Grupos,2020-03-03,1,2020,Caracas,Boca Juniors,ve,ar,0,1,1
Fase de Grupos,2020-03-03,1,2020,Atl Paranaense,Peñarol,br,uy,1,1,0
Fase de Grupos,2020-03-05,1,2020,Estud Mérida,Racing Club,ve,ar,-1,1,2
Fase de Grupos,2020-03-04,1,2020,LDU de Quito,River Plate,ec,ar,1,3,0
Fase de Grupos,2020-03-04,1,2020,Junior,Flamengo,co,br,-1,1,2
Fase de Grupos,2020-03-04,1,2020,Delfín SC,Olimpia,ec,py,0,1,1
Fase de Grupos,2020-03-04,1,2020,Guaraní,Bolívar,py,bo,1,2,0
Fase de Grupos,2020-03-05,1,2020,Binacional,São Paulo,pe,br,1,2,1
Fase de Grupos,2020-03-05,1,2020,Alianza Lima,Nacional,pe,uy,-1,0,1
Fase de Grupos,2020-03-10,2,2020,Bolívar,Tigre,bo,ar,1,2,0
Fase de Grupos,2020-03-10,2,2020,Univ Católica,CD América,cl,co,-1,1,2
Fase de Grupos,2020-03-10,2,2020,Santos,Delfín SC,br,ec,1,1,0
Fase de Grupos,2020-03-11,2,2020,Colo-Colo,Atl Paranaense,cl,br,1,1,0
Fase de Grupos,2020-03-11,2,2020,Peñarol,Wilstermann,uy,bo,1,1,0
Fase de Grupos,2020-03-11,2,2020,River Plate,Binacional,ar,pe,1,8,0
Fase de Grupos,2020-03-10,2,2020,Palmeiras,Guaraní,br,py,1,3,1
Fase de Grupos,2020-03-10,2,2020,Libertad,Caracas,py,ve,1,3,2
Fase de Grupos,2020-03-10,2,2020,Boca Juniors,Independiente,ar,co,1,3,0
Fase de Grupos,2020-03-12,2,2020,Nacional,Estud Mérida,uy,ve,1,1,0
Fase de Grupos,2020-03-11,2,2020,Independiente,Junior,ec,co,1,3,0
Fase de Grupos,2020-03-11,2,2020,Flamengo,Barcelona SC,br,ec,1,3,0
Fase de Grupos,2020-03-11,2,2020,Olimpia,Defensa y Just,py,ar,1,2,1
Fase de Grupos,2020-03-11,2,2020,São Paulo,LDU de Quito,br,ec,1,3,0
Fase de Grupos,2020-03-12,2,2020,Racing Club,Alianza Lima,ar,pe,1,1,0
Fase de Grupos,2020-03-12,2,2020,Grêmio,Internacional,br,br,0,0,0
Fase de Grupos,2020-09-15,3,2020,Wilstermann,Atl Paranaense,bo,br,-1,2,3
Fase de Grupos,2020-09-15,3,2020,Colo-Colo,Peñarol,cl,uy,1,2,1
Fase de Grupos,2020-09-16,3,2020,Estud Mérida,Alianza Lima,ve,pe,1,3,2
Fase de Grupos,2020-09-16,3,2020,Internacional,CD América,br,co,1,4,3
Fase de Grupos,2020-09-15,3,2020,Binacional,LDU de Quito,pe,ec,-1,0,1
Fase de Grupos,2020-09-15,3,2020,Santos,Olimpia,br,py,0,0,0
Fase de Grupos,2020-09-17,3,2020,Racing Club,Nacional,ar,uy,-1,0,1
Fase de Grupos,2020-09-17,3,2020,Defensa y Just,Delfín SC,ar,ec,1,3,0
Fase de Grupos,2020-09-17,3,2020,São Paulo,River Plate,br,ar,0,2,2
Fase de Grupos,2020-09-16,3,2020,Independiente,Caracas,co,ve,-1,2,3
Fase de Grupos,2020-09-16,3,2020,Bolívar,Palmeiras,bo,br,-1,1,2
Fase de Grupos,2020-09-16,3,2020,Univ Católica,Grêmio,cl,br,1,2,0
Fase de Grupos,2020-09-17,3,2020,Independiente,Flamengo,ec,br,1,5,0
Fase de Grupos,2020-09-17,3,2020,Libertad,Boca Juniors,py,ar,-1,0,2
Fase de Grupos,2020-09-17,3,2020,Barcelona SC,Junior,ec,co,-1,1,2
Fase de Grupos,2020-09-17,3,2020,Guaraní,Tigre,py,ar,1,4,1
Fase de Grupos,2020-09-22,4,2020,Barcelona SC,Flamengo,ec,br,-1,1,2
Fase de Grupos,2020-09-22,4,2020,Estud Mérida,Nacional,ve,uy,-1,1,3
Fase de Grupos,2020-09-22,4,2020,Tigre,Bolívar,ar,bo,0,1,1
Fase de Grupos,2020-09-23,4,2020,Caracas,Libertad,ve,py,1,2,1
Fase de Grupos,2020-09-23,4,2020,Defensa y Just,Olimpia,ar,py,1,2,1
Fase de Grupos,2020-09-23,4,2020,Atl Paranaense,Colo-Colo,br,cl,1,2,0
Fase de Grupos,2020-09-22,4,2020,LDU de Quito,São Paulo,ec,br,1,4,2
Fase de Grupos,2020-09-22,4,2020,Binacional,River Plate,pe,ar,-1,0,6
Fase de Grupos,2020-09-22,4,2020,Junior,Independiente,co,ec,1,4,1
Fase de Grupos,2020-09-24,4,2020,Wilstermann,Peñarol,bo,uy,1,3,1
Fase de Grupos,2020-09-23,4,2020,Alianza Lima,Racing Club,pe,ar,-1,0,2
Fase de Grupos,2020-09-23,4,2020,CD América,Univ Católica,co,cl,0,1,1
Fase de Grupos,2020-09-23,4,2020,Guaraní,Palmeiras,py,br,0,0,0
Fase de Grupos,2020-09-23,4,2020,Internacional,Grêmio,br,br,-1,0,1
Fase de Grupos,2020-09-24,4,2020,Independiente,Boca Juniors,co,ar,-1,0,1
Fase de Grupos,2020-09-24,4,2020,Delfín SC,Santos,ec,br,-1,1,2
Fase de Grupos,2020-09-29,5,2020,Grêmio,Univ Católica,br,cl,1,2,0
Fase de Grupos,2020-09-29,5,2020,Peñarol,Colo-Colo,uy,cl,1,3,0
Fase de Grupos,2020-09-30,5,2020,Caracas,Independiente,ve,co,-1,0,2
Fase de Grupos,2020-09-30,5,2020,Palmeiras,Bolívar,br,bo,1,5,0
Fase de Grupos,2020-09-30,5,2020,Nacional,Racing Club,uy,ar,-1,1,2
Fase de Grupos,2020-09-29,5,2020,CD América,Internacional,co,br,0,0,0
Fase de Grupos,2020-09-29,5,2020,LDU de Quito,Binacional,ec,pe,1,4,0
Fase de Grupos,2020-09-29,5,2020,Boca Juniors,Libertad,ar,py,0,0,0
Fase de Grupos,2020-09-29,5,2020,Atl Paranaense,Wilstermann,br,bo,0,0,0
Fase de Grupos,2020-10-01,5,2020,Olimpia,Santos,py,br,-1,2,3
Fase de Grupos,2020-09-30,5,2020,Junior,Barcelona SC,co,ec,-1,0,2
Fase de Grupos,2020-09-30,5,2020,Alianza Lima,Estud Mérida,pe,ve,0,2,2
Fase de Grupos,2020-09-30,5,2020,River Plate,São Paulo,ar,br,1,2,1
Fase de Grupos,2020-09-30,5,2020,Flamengo,Independiente,br,ec,1,4,0
Fase de Grupos,2020-10-01,5,2020,Tigre,Guaraní,ar,py,-1,1,3
Fase de Grupos,2020-10-01,5,2020,Delfín SC,Defensa y Just,ec,ar,1,3,0
Fase de Grupos,2020-10-20,6,2020,Olimpia,Delfín SC,py,ec,-1,0,1
Fase de Grupos,2020-10-20,6,2020,Santos,Defensa y Just,br,ar,1,2,1
Fase de Grupos,2020-10-21,6,2020,Racing Club,Estud Mérida,ar,ve,1,2,1
Fase de Grupos,2020-10-21,6,2020,Nacional,Alianza Lima,uy,pe,1,2,0
Fase de Grupos,2020-10-20,6,2020,São Paulo,Binacional,br,pe,1,5,1
Fase de Grupos,2020-10-20,6,2020,Peñarol,Atl Paranaense,uy,br,1,3,2
Fase de Grupos,2020-10-20,6,2020,River Plate,LDU de Quito,ar,ec,1,3,0
Fase de Grupos,2020-10-20,6,2020,Colo-Colo,Wilstermann,cl,bo,-1,0,1
Fase de Grupos,2020-10-21,6,2020,Independiente,Barcelona SC,ec,ec,1,2,0
Fase de Grupos,2020-10-21,6,2020,Bolívar,Guaraní,bo,py,-1,2,3
Fase de Grupos,2020-10-21,6,2020,Flamengo,Junior,br,co,1,3,1
Fase de Grupos,2020-10-21,6,2020,Palmeiras,Tigre,br,ar,1,5,0
Fase de Grupos,2020-10-22,6,2020,Univ Católica,Internacional,cl,br,1,2,1
Fase de Grupos,2020-10-22,6,2020,Boca Juniors,Caracas,ar,ve,1,3,0
Fase de Grupos,2020-10-22,6,2020,Grêmio,CD América,br,co,0,1,1
Fase de Grupos,2020-10-22,6,2020,Libertad,Independiente,py,co,-1,2,4
Oitavas de final,2020-11-24,,2020,LDU de Quito,Santos,ec,br,-1,1,2
Oitavas de final,2020-11-24,,2020,Atl Paranaense,River Plate,br,ar,0,1,1
Oitavas de final,2020-11-25,,2020,Delfín SC,Palmeiras,ec,br,-1,1,3
Oitavas de final,2020-11-25,,2020,Independiente,Nacional,ec,uy,0,0,0
Oitavas de final,2020-11-24,,2020,Racing Club,Flamengo,ar,br,0,1,1
Oitavas de final,2020-11-25,,2020,Libertad,Wilstermann,py,bo,1,3,1
Oitavas de final,2020-11-26,,2020,Guaraní,Grêmio,py,br,-1,0,2
Oitavas de final,2020-12-01,,2020,River Plate,Atl Paranaense,ar,br,1,1,0
Oitavas de final,2020-12-01,,2020,Santos,LDU de Quito,br,ec,-1,0,1
Oitavas de final,2020-12-02,,2020,Palmeiras,Delfín SC,br,ec,1,5,0
Oitavas de final,2020-12-02,,2020,Nacional,Independiente,uy,ec,1,0,0
Oitavas de final,2020-12-01,,2020,Flamengo,Racing Club,br,ar,-1,1,1
Oitavas de final,2020-12-02,,2020,Wilstermann,Libertad,bo,py,-1,0,2
Oitavas de final,2020-12-02,,2020,Internacional,Boca Juniors,br,ar,-1,0,1
Oitavas de final,2020-12-03,,2020,Grêmio,Guaraní,br,py,1,2,0
Quartas de final,2020-12-09,,2020,Grêmio,Santos,br,br,0,1,1
Quartas de final,2020-12-08,,2020,Libertad,Palmeiras,py,br,0,1,1
Oitavas de final,2020-12-09,,2020,Boca Juniors,Internacional,ar,br,1,0,1
Quartas de final,2020-12-10,,2020,River Plate,Nacional,ar,uy,1,2,0
Quartas de final,2020-12-16,,2020,Santos,Grêmio,br,br,1,4,1
Quartas de final,2020-12-15,,2020,Palmeiras,Libertad,br,py,1,3,0
Quartas de final,2020-12-16,,2020,Racing Club,Boca Juniors,ar,ar,1,1,0
Quartas de final,2020-12-17,,2020,Nacional,River Plate,uy,ar,-1,2,6
Quartas de final,2020-12-23,,2020,Boca Juniors,Racing Club,ar,ar,1,2,0
Semifinais,2021-01-06,,2021,Boca Juniors,Santos,ar,br,0,0,0
Semifinais,2021-01-05,,2021,River Plate,Palmeiras,ar,br,-1,0,3
Semifinais,2021-01-13,,2021,Santos,Boca Juniors,br,ar,1,3,0
Semifinais,2021-01-12,,2021,Palmeiras,River Plate,br,ar,-1,0,2
Final,2021-01-30,,2021,Palmeiras,Santos,br,br,1,1,0
Fase de Grupos,2021-04-20,1,2021,Dep Táchira,Olimpia,ve,py,1,3,2
Fase de Grupos,2021-04-20,1,2021,Always Ready,Internacional,bo,br,1,2,0
Fase de Grupos,2021-04-20,1,2021,Santos,Barcelona SC,br,ec,-1,0,2
Fase de Grupos,2021-04-20,1,2021,Argentinos Jun,Nacional,ar,uy,1,2,0
Fase de Grupos,2021-04-21,1,2021,Dep La Guaira,Atlético Mineiro,ve,br,0,1,1
Fase de Grupos,2021-04-21,1,2021,The Strongest,Boca Juniors,bo,ar,-1,0,1
Fase de Grupos,2021-04-20,1,2021,Sporting Cristal,São Paulo,pe,br,-1,0,3
Fase de Grupos,2021-04-20,1,2021,Vélez Sarsf,Flamengo,ar,br,-1,2,3
Fase de Grupos,2021-04-21,1,2021,Universitario,Palmeiras,pe,br,-1,2,3
Fase de Grupos,2021-04-22,1,2021,Fluminense,River Plate,br,ar,0,1,1
Fase de Grupos,2021-04-21,1,2021,Independiente,Defensa y Just,ec,ar,0,1,1
Fase de Grupos,2021-04-21,1,2021,Rentistas,Racing Club,uy,ar,0,1,1
Fase de Grupos,2021-04-21,1,2021,CD América,Cerro Porteño,co,py,-1,0,2
Fase de Grupos,2021-04-21,1,2021,La Calera,LDU de Quito,cl,ec,0,2,2
Fase de Grupos,2021-04-22,1,2021,Nacional,Univ Católica,co,cl,1,2,0
Fase de Grupos,2021-04-22,1,2021,Junior,Santa Fe,co,co,0,1,1
Fase de Grupos,2021-04-27,2,2021,LDU de Quito,Vélez Sarsf,ec,ar,1,3,1
Fase de Grupos,2021-04-27,2,2021,Atlético Mineiro,CD América,br,co,1,2,1
Fase de Grupos,2021-04-27,2,2021,Flamengo,La Calera,br,cl,1,4,1
Fase de Grupos,2021-04-28,2,2021,Cerro Porteño,Dep La Guaira,py,ve,0,0,0
